Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
52,103,204,222,44,13,3,4,588,Hazardous
29,93,8,19,36,26,2,4,473,Poor
25,70,4,9,29,6,1,10,232,Good
35,95,40,75,43,31,3,5,610,Hazardous
32,83,34,39,21,8,2,10,477,Moderate
30,48,36,41,25,3,1,11,554,Good
26,70,13,18,18,3,1,12,245,Good
42,91,13,27,45,9,3,5,844,Hazardous
36,88,1,21,44,2,3,4,514,Hazardous
22,48,24,32,22,8,1,11,428,Good
29,52,23,32,26,7,2,6,508,Moderate
40,87,47,67,39,9,2,3,680,Poor
37,61,44,56,21,6,2,10,465,Poor
26,59,0,10,25,10,2,10,622,Moderate
26,87,4,22,37,11,2,5,556,Poor
51,105,2,10,42,22,2,4,861,Hazardous
22,42,1,9,26,8,1,12,485,Good
29,54,17,23,21,7,1,13,213,Good
34,76,4,8,22,11,1,5,345,Moderate
22,76,18,22,22,10,1,11,461,Good
28,83,2,15,27,4,1,6,339,Moderate
27,45,2,8,23,4,1,16,398,Good
27,61,29,34,26,4,1,12,411,Good
41,93,24,44,34,13,2,5,732,Poor
31,64,28,37,23,13,2,7,634,Moderate
26,59,16,19,22,6,1,10,301,Good
29,81,0,24,31,10,3,3,656,Hazardous
30,72,3,14,28,8,2,7,422,Moderate
40,60,51,60,23,17,2,4,484,Poor
28,59,36,45,26,16,1,8,650,Moderate
28,57,6,11,24,4,1,11,370,Good
27,82,0,4,26,4,1,11,520,Good
35,80,7,30,48,14,2,5,747,Poor
23,46,11,18,27,4,1,14,410,Good
27,78,21,33,33,10,1,8,580,Moderate
27,79,2,6,19,5,1,13,202,Good
36,99,13,34,35,21,2,4,742,Poor
37,84,7,19,18,15,1,9,707,Poor
36,60,31,36,41,11,2,4,617,Poor
29,58,18,22,17,5,1,16,219,Good
28,62,84,102,25,1,1,5,287,Moderate
26,50,0,6,19,10,1,10,556,Good
24,72,12,19,20,3,1,13,473,Good
27,69,2,8,16,5,1,11,501,Good
22,68,3,11,21,6,1,11,530,Good
21,42,20,25,18,7,1,12,316,Good
32,70,20,39,22,6,2,6,707,Poor
36,91,13,17,21,15,2,5,597,Poor
28,73,10,16,17,7,1,12,589,Good
34,72,44,55,31,26,2,3,595,Poor
26,58,8,12,21,3,1,22,589,Good
29,50,41,52,26,10,1,7,622,Moderate
30,79,5,9,12,7,1,11,403,Good
22,44,8,12,20,6,1,13,458,Good
27,51,7,17,27,5,2,12,436,Moderate
35,77,8,25,31,14,1,5,342,Moderate
26,58,10,25,23,9,2,6,345,Moderate
35,72,4,11,29,10,1,6,737,Moderate
57,80,47,57,43,25,2,3,876,Hazardous
24,77,10,21,29,18,2,7,464,Poor
29,57,6,9,18,5,1,10,600,Good
35,69,35,59,23,10,2,3,816,Hazardous
23,64,14,22,22,8,1,12,389,Good
31,70,20,32,16,10,1,8,643,Moderate
39,65,3,14,33,15,2,4,526,Poor
30,61,10,25,28,6,2,12,386,Moderate
38,63,37,50,33,26,2,7,590,Poor
41,74,12,38,47,14,4,4,632,Hazardous
24,69,1,9,21,2,1,10,235,Good
50,100,1,26,29,17,2,5,755,Hazardous
26,78,34,40,18,3,1,10,380,Good
23,50,18,27,20,6,1,10,565,Good
35,88,90,109,45,21,2,3,521,Hazardous
29,64,12,21,32,5,2,7,542,Moderate
39,58,122,134,41,10,2,4,730,Poor
32,72,49,57,28,5,1,7,373,Moderate
34,60,28,38,27,14,2,4,391,Poor
20,80,60,86,44,22,3,8,689,Hazardous
36,67,27,50,36,16,2,5,426,Poor
17,46,27,33,22,7,1,11,451,Good
34,81,11,19,32,18,2,6,763,Poor
25,56,2,6,14,4,1,12,510,Good
26,79,10,14,27,8,1,10,322,Good
21,63,19,26,20,6,1,10,458,Good
21,74,1,8,10,2,1,10,278,Good
28,64,3,10,18,6,1,16,578,Good
39,60,78,95,42,17,2,4,582,Poor
36,91,37,48,36,18,2,12,519,Poor
20,53,8,12,14,8,1,11,320,Good
22,56,7,13,25,4,1,12,389,Good
21,40,2,6,15,6,1,16,481,Good
26,44,3,11,15,9,1,11,574,Good
30,104,18,40,24,-6,2,7,521,Poor
26,84,11,26,30,15,2,4,698,Hazardous
29,88,2,27,35,20,2,5,769,Hazardous
22,73,21,26,13,6,1,11,544,Good
29,77,17,24,26,4,1,12,376,Good
26,67,10,19,21,10,2,6,419,Moderate
24,71,5,18,31,9,1,5,609,Moderate
44,84,40,73,39,13,2,4,530,Hazardous
33,100,22,38,30,7,3,6,774,Hazardous
24,47,28,32,19,4,1,11,493,Good
25,71,7,11,18,5,1,13,283,Good
27,74,14,28,28,16,1,7,293,Moderate
35,88,15,26,34,8,2,6,577,Moderate
34,77,44,68,45,10,3,3,737,Hazardous
32,52,24,31,28,6,1,11,436,Good
22,49,4,7,25,1,1,11,247,Good
20,40,2,7,28,8,1,10,347,Good
26,70,17,28,26,9,2,6,442,Moderate
32,67,8,20,24,13,1,6,382,Moderate
35,72,10,34,34,13,2,4,475,Poor
27,52,1,8,22,5,1,13,296,Good
37,89,9,17,29,15,2,7,422,Moderate
26,71,6,13,19,3,1,12,263,Good
36,74,10,32,41,26,2,10,782,Hazardous
28,48,3,7,26,8,1,11,228,Good
24,56,25,30,14,4,1,12,364,Good
26,46,1,8,28,4,1,14,534,Good
35,98,6,20,23,20,2,6,596,Poor
30,57,9,15,26,4,1,10,521,Good
24,55,6,12,17,7,1,11,421,Good
32,83,10,15,27,13,1,5,454,Moderate
30,108,34,52,28,18,2,3,592,Poor
28,57,5,9,27,9,1,11,593,Good
29,91,24,30,31,9,1,7,303,Moderate
39,91,55,68,24,16,2,4,467,Poor
35,86,20,26,24,10,1,8,483,Moderate
23,68,6,11,26,2,1,12,471,Good
35,77,11,26,20,21,2,5,633,Poor
17,47,10,16,25,3,1,11,555,Good
35,56,23,27,33,12,2,6,452,Moderate
25,51,1,5,22,6,1,10,388,Good
28,66,6,10,19,4,1,12,560,Good
27,40,4,6,15,1,1,10,341,Good
25,79,4,7,21,9,1,10,543,Moderate
28,57,1,6,14,6,1,13,275,Good
35,86,9,28,37,9,2,7,728,Poor
43,92,3,13,34,12,2,7,562,Poor
41,90,68,86,30,16,2,4,485,Hazardous
34,86,0,12,31,3,2,4,618,Poor
26,70,1,5,14,10,1,11,374,Good
28,78,27,33,22,5,1,11,249,Good
24,42,2,6,18,7,1,10,500,Good
34,81,7,21,39,22,2,6,693,Poor
24,73,5,19,23,8,1,6,668,Moderate
31,78,2,6,20,5,1,11,279,Good
19,62,14,20,15,6,1,14,475,Good
49,74,14,36,39,14,3,6,540,Hazardous
28,67,47,60,32,14,2,3,426,Poor
25,46,3,10,17,4,1,12,242,Good
42,101,38,52,41,32,2,3,592,Hazardous
25,49,2,7,18,4,1,15,366,Good
24,70,1,4,19,7,1,10,584,Good
28,73,100,102,31,7,1,5,506,Moderate
26,48,16,16,17,5,1,11,344,Good
35,55,13,19,20,11,2,5,385,Moderate
35,66,27,42,32,22,2,6,571,Poor
26,68,20,24,14,3,1,10,486,Good
24,45,21,29,24,7,1,18,491,Good
41,78,2,22,40,26,3,3,641,Hazardous
24,79,19,26,14,3,1,12,468,Good
29,74,2,2,13,4,1,11,455,Good
30,70,18,26,12,5,1,14,531,Good
33,64,5,22,21,14,2,8,605,Moderate
39,69,7,28,36,4,2,7,428,Poor
25,60,1,5,23,5,1,18,509,Good
32,94,33,45,39,17,3,3,564,Poor
29,45,6,11,24,4,1,12,212,Good
35,63,80,92,30,4,1,6,566,Moderate
34,80,7,18,33,18,2,6,545,Moderate
38,81,20,53,40,27,2,3,613,Hazardous
28,78,39,55,24,7,2,8,707,Poor
26,63,1,9,15,9,1,12,531,Good
24,77,12,18,18,6,1,15,330,Good
30,58,7,10,23,4,1,10,227,Good
23,62,1,6,27,4,1,12,449,Good
49,93,12,40,37,25,3,4,820,Hazardous
23,80,12,18,24,2,1,13,189,Good
30,88,23,36,19,6,1,7,737,Moderate
26,69,18,26,26,6,1,10,351,Good
35,94,12,32,40,20,2,4,424,Poor
29,75,9,16,25,7,1,9,580,Moderate
40,89,49,71,27,21,2,5,693,Poor
25,62,22,29,11,0,1,13,542,Good
26,52,3,4,18,5,1,10,277,Good
35,82,2,11,29,11,1,12,337,Moderate
26,40,0,9,23,8,1,10,243,Good
18,84,8,23,28,8,1,8,315,Moderate
46,98,28,44,32,15,2,3,680,Hazardous
33,73,61,74,46,8,2,4,446,Poor
34,66,12,24,25,11,1,7,427,Moderate
25,55,7,13,18,3,1,17,214,Good
24,61,3,7,16,3,1,12,506,Good
36,90,9,28,38,17,2,5,644,Poor
37,74,3,25,43,11,2,4,406,Poor
30,78,1,16,37,11,3,6,430,Poor
18,73,14,15,26,6,1,15,201,Good
20,44,2,12,18,3,1,14,407,Good
29,44,1,6,14,2,1,10,284,Good
36,89,14,26,30,7,2,5,739,Poor
33,74,14,22,34,3,2,6,582,Moderate
27,76,48,54,24,5,2,8,451,Moderate
22,60,9,13,20,6,1,10,470,Good
31,53,24,28,27,4,2,7,416,Moderate
30,72,14,20,23,11,1,6,372,Moderate
38,65,4,18,25,16,2,7,399,Moderate
30,49,51,61,28,7,1,8,425,Moderate
41,93,31,45,40,12,2,4,600,Poor
26,57,8,15,15,3,1,14,319,Good
24,68,3,5,25,8,1,11,580,Good
26,71,14,17,18,8,1,10,319,Good
29,62,8,10,27,4,1,10,517,Good
29,56,43,47,24,9,2,6,640,Moderate
28,84,24,37,26,8,1,7,420,Moderate
26,70,32,46,21,17,2,10,739,Moderate
26,74,23,26,15,6,1,10,239,Good
33,99,21,37,35,16,2,5,578,Poor
41,91,85,91,46,28,2,8,861,Hazardous
28,75,9,21,34,4,1,6,626,Moderate
22,52,4,14,30,13,1,5,333,Moderate
26,65,1,5,14,3,1,10,189,Good
25,48,37,41,20,6,1,14,557,Good
25,49,20,32,25,7,2,6,426,Moderate
30,83,82,108,25,29,2,5,401,Poor
19,44,3,13,26,6,2,5,432,Moderate
39,91,13,20,29,8,2,7,630,Moderate
40,95,12,30,35,19,2,5,803,Poor
22,52,7,10,22,3,1,10,247,Good
23,62,41,55,28,3,2,6,464,Moderate
32,50,23,41,22,15,2,9,660,Moderate
22,65,26,33,14,2,1,11,278,Good
29,87,63,75,24,13,2,5,564,Moderate
23,41,25,28,19,3,1,10,379,Good
29,70,28,44,25,18,2,5,421,Poor
25,74,8,16,26,5,1,11,352,Good
34,94,17,42,42,18,2,8,421,Poor
26,68,18,29,40,12,2,4,598,Poor
30,72,26,33,14,8,1,10,534,Good
34,83,173,190,26,14,2,8,613,Poor
31,87,18,32,43,19,2,8,511,Poor
23,58,2,7,21,4,1,12,438,Good
28,77,25,40,16,11,1,6,354,Moderate
47,109,8,22,37,27,3,4,563,Hazardous
30,48,5,8,17,4,1,14,371,Good
25,84,12,20,31,8,1,8,516,Moderate
32,76,4,12,19,6,2,6,317,Moderate
31,101,40,66,39,31,3,4,738,Hazardous
26,59,4,7,18,8,1,10,526,Good
32,76,3,10,32,10,1,9,389,Moderate
24,42,2,7,14,8,1,10,258,Good
36,86,31,43,44,11,3,4,455,Poor
30,44,4,10,22,8,1,10,484,Good
33,64,6,11,35,16,2,5,471,Poor
26,78,2,8,17,6,1,10,477,Good
26,62,41,52,23,2,2,5,499,Moderate
33,80,29,49,28,15,1,6,609,Moderate
21,49,5,13,20,4,1,14,351,Good
24,48,4,10,18,4,1,11,319,Good
31,50,26,30,17,6,1,11,217,Good
25,57,4,11,16,4,1,11,583,Good
18,45,18,23,21,10,1,16,470,Good
25,74,11,13,22,4,1,10,450,Good
48,101,137,158,50,16,2,5,638,Hazardous
43,80,4,7,24,9,1,7,553,Moderate
24,56,2,12,12,3,1,12,340,Good
33,68,2,13,31,13,1,6,620,Moderate
26,70,8,14,14,8,1,10,313,Good
35,69,3,4,35,18,2,7,632,Poor
33,59,7,22,31,9,1,16,363,Moderate
29,65,6,17,34,17,2,6,295,Moderate
26,77,9,16,24,10,1,6,299,Moderate
23,70,13,18,26,6,1,10,521,Good
20,46,4,3,24,6,1,11,214,Good
44,100,2,4,33,6,3,5,710,Hazardous
40,71,0,4,14,16,1,5,318,Moderate
26,81,1,10,31,12,2,6,572,Moderate
28,64,2,8,21,7,1,11,317,Good
33,47,38,46,20,4,1,10,419,Moderate
30,73,5,13,23,12,1,6,682,Moderate
30,53,18,30,28,9,1,5,488,Moderate
36,81,14,22,29,13,2,8,483,Moderate
24,52,14,21,24,5,1,10,582,Good
34,91,17,29,25,12,1,6,505,Moderate
30,59,4,15,29,12,2,6,487,Moderate
25,58,9,10,15,5,1,12,430,Good
17,76,23,29,24,2,1,11,389,Good
28,71,9,26,34,6,2,3,594,Hazardous
32,63,8,20,28,7,1,10,562,Moderate
25,54,4,10,15,7,1,11,480,Good
25,63,4,7,18,4,1,10,518,Good
20,71,5,10,20,7,1,11,298,Good
25,81,4,8,23,7,1,10,329,Good
30,76,4,8,22,5,1,12,284,Good
29,50,0,13,23,8,2,19,448,Moderate
32,59,5,15,34,7,2,7,516,Moderate
19,75,4,10,12,3,1,12,375,Good
40,84,12,39,47,28,2,7,438,Poor
22,53,7,14,27,6,1,12,232,Good
34,76,10,18,30,5,2,5,356,Moderate
24,73,16,18,15,4,1,12,317,Good
25,55,3,10,20,7,1,11,448,Good
26,90,4,6,18,11,2,8,467,Moderate
25,67,21,24,22,6,1,12,255,Good
35,82,5,18,38,12,2,4,488,Poor
22,71,17,21,20,8,1,12,311,Good
24,59,5,8,28,4,1,12,569,Good
38,58,87,93,31,10,2,6,527,Moderate
28,86,4,17,22,11,2,5,662,Moderate
34,72,4,18,30,7,1,6,625,Moderate
31,91,39,52,37,4,2,5,451,Moderate
25,74,13,15,19,7,1,10,496,Good
25,45,16,21,22,5,1,11,334,Good
31,58,15,28,26,11,1,5,380,Moderate
21,48,10,14,22,7,1,14,555,Good
29,50,32,37,34,8,1,5,642,Moderate
27,55,2,6,16,4,1,12,482,Good
38,78,7,23,32,7,2,5,399,Moderate
34,78,9,30,38,11,2,4,539,Poor
37,83,9,35,52,2,3,3,648,Hazardous
29,51,8,16,31,15,1,6,660,Moderate
26,62,7,11,25,3,1,12,386,Good
34,64,15,32,47,9,1,5,434,Poor
24,61,17,22,14,4,1,10,226,Good
26,55,4,10,24,4,1,11,298,Good
29,54,6,16,29,8,2,9,384,Moderate
28,66,2,7,27,7,1,11,326,Good
23,64,4,18,30,14,2,8,444,Moderate
22,61,2,6,22,4,1,12,459,Good
35,70,11,18,23,12,1,7,720,Moderate
24,88,4,18,31,18,2,3,409,Poor
27,80,15,33,29,15,2,4,367,Poor
25,47,17,23,15,6,1,13,412,Good
41,109,41,80,39,21,2,3,803,Hazardous
26,73,3,10,25,0,1,12,437,Good
22,53,4,10,19,6,1,10,292,Good
27,41,13,19,24,4,1,12,264,Good
29,60,17,24,34,24,2,9,446,Poor
37,70,46,59,46,7,2,4,649,Poor
34,85,5,22,34,10,1,8,687,Moderate
20,47,1,7,18,7,1,13,427,Good
31,61,13,22,21,7,1,6,596,Moderate
37,60,10,31,28,9,2,4,762,Poor
25,74,6,7,20,4,1,11,483,Good
33,85,4,2,30,4,2,4,723,Poor
27,63,2,5,25,5,1,11,583,Good
28,69,0,3,20,7,1,12,491,Good
26,64,27,45,28,7,1,6,444,Moderate
26,60,10,19,25,4,1,10,459,Good
33,53,8,24,26,11,2,5,363,Moderate
33,98,36,67,50,2,3,3,494,Hazardous
32,103,32,40,34,7,2,5,402,Poor
37,76,131,146,57,24,3,8,702,Hazardous
23,73,0,16,27,8,2,6,543,Moderate
30,76,31,49,25,3,2,7,721,Moderate
31,82,59,79,37,12,2,6,793,Poor
30,69,0,7,12,8,1,14,547,Good
29,49,12,18,20,6,1,10,499,Good
42,97,31,48,34,16,2,3,584,Poor
39,67,49,54,27,17,2,5,758,Poor
25,85,11,25,40,10,2,16,638,Poor
41,76,80,75,34,27,3,4,805,Hazardous
25,68,38,42,29,4,2,5,477,Moderate
30,64,9,10,35,5,2,6,708,Poor
26,52,28,31,15,7,1,12,360,Good
36,97,11,21,28,21,2,4,795,Poor
27,44,36,39,22,7,1,20,479,Good
26,45,6,14,18,3,1,12,411,Good
17,45,2,6,20,6,1,10,311,Good
36,44,65,76,31,8,1,5,488,Moderate
31,80,5,12,24,13,1,5,639,Moderate
20,70,37,42,18,3,1,16,494,Good
32,91,0,26,20,28,2,3,661,Poor
37,74,90,114,28,15,2,6,634,Poor
22,78,4,9,16,8,1,12,273,Good
34,90,9,16,28,9,1,6,505,Moderate
32,76,0,10,24,11,1,6,347,Moderate
20,92,1,20,36,23,3,9,494,Poor
28,77,6,14,24,4,1,11,544,Good
28,82,8,24,29,9,2,6,349,Moderate
26,54,16,21,15,5,1,10,427,Good
27,73,3,8,13,5,1,10,327,Good
24,67,10,18,25,3,1,16,488,Good
33,96,26,42,29,15,3,9,646,Hazardous
23,58,90,114,28,27,2,5,494,Poor
25,60,4,9,12,6,1,10,313,Good
23,57,1,7,23,6,1,12,535,Good
34,91,12,27,29,10,1,11,477,Moderate
27,67,86,86,19,10,1,5,354,Moderate
24,61,2,5,22,5,1,11,548,Good
25,89,50,65,39,17,2,5,696,Poor
46,66,2,19,34,28,2,6,472,Poor
37,72,48,57,29,18,2,8,702,Moderate
43,72,14,42,38,24,3,3,870,Hazardous
30,81,10,15,17,0,2,6,502,Moderate
29,75,30,35,22,5,2,6,482,Moderate
25,75,33,36,31,9,2,6,600,Moderate
30,63,4,16,24,8,1,9,710,Moderate
30,72,6,11,17,4,1,12,305,Good
23,68,3,8,16,7,1,10,409,Good
18,61,3,8,17,7,1,10,444,Good
24,69,8,14,20,4,1,11,255,Good
27,66,15,30,36,16,2,3,577,Poor
38,80,71,88,36,10,2,5,565,Poor
30,60,1,14,27,12,1,6,641,Moderate
27,46,4,8,19,7,1,12,312,Good
43,63,8,22,31,10,3,5,429,Poor
29,49,13,18,18,5,1,10,461,Good
38,63,41,58,30,24,2,4,537,Poor
36,82,6,19,29,20,2,4,690,Poor
26,64,10,16,25,3,1,5,359,Moderate
38,82,8,26,25,7,3,5,696,Poor
24,76,16,20,25,5,1,11,357,Good
29,46,2,11,29,6,1,6,647,Moderate
27,67,11,33,52,25,3,3,846,Hazardous
25,73,2,7,19,6,1,15,407,Good
22,52,6,10,15,7,1,12,601,Good
47,91,0,17,55,20,2,2,587,Hazardous
27,63,16,18,16,7,1,10,383,Good
31,56,15,22,22,16,2,6,451,Moderate
28,67,0,5,22,4,1,11,371,Good
31,65,8,23,31,19,1,17,399,Moderate
24,69,19,31,31,7,1,6,588,Moderate
25,76,3,6,24,6,1,10,299,Good
41,93,22,49,19,14,2,6,464,Poor
34,65,48,58,30,8,1,7,435,Moderate
34,58,37,52,28,5,1,7,499,Moderate
28,49,1,6,17,6,1,11,328,Good
31,51,8,10,23,6,1,15,221,Good
30,89,9,30,30,18,2,8,428,Poor
28,48,32,35,22,6,1,14,591,Good
21,44,3,9,25,6,1,17,488,Good
26,58,10,16,22,2,1,15,470,Good
24,68,15,19,25,5,1,10,366,Good
25,71,30,36,15,5,1,11,432,Good
35,72,12,26,28,7,1,8,327,Moderate
34,89,14,25,23,11,1,9,671,Moderate
26,47,10,9,25,6,1,11,404,Good
32,76,30,43,20,2,1,6,685,Moderate
39,117,33,54,46,26,2,8,834,Hazardous
31,94,6,11,19,14,2,7,344,Moderate
27,75,10,11,14,6,1,19,577,Good
26,47,8,14,25,5,1,14,603,Good
48,70,35,55,35,23,2,3,607,Hazardous
51,96,42,62,34,34,2,3,477,Hazardous
32,77,7,17,25,11,2,6,471,Moderate
25,46,0,4,14,8,1,11,316,Good
39,75,28,49,33,21,2,4,730,Poor
28,51,7,15,20,6,1,18,315,Good
22,44,12,16,13,5,1,10,307,Good
23,65,7,13,15,7,1,11,318,Good
39,61,0,16,35,25,2,7,596,Poor
21,56,3,5,25,3,1,11,404,Good
27,82,19,37,32,14,2,4,544,Poor
24,59,36,46,37,23,2,4,562,Poor
30,49,7,16,20,9,2,5,598,Moderate
55,63,29,49,36,26,2,3,785,Hazardous
25,76,49,55,14,10,1,7,664,Moderate
29,58,33,46,27,14,2,7,352,Moderate
26,80,3,10,20,6,1,12,269,Good
21,64,14,24,30,8,2,6,646,Moderate
33,66,21,42,28,18,2,3,733,Poor
42,98,28,54,37,29,2,5,665,Poor
34,83,10,26,23,6,1,5,522,Moderate
35,61,9,30,22,19,2,6,466,Poor
29,54,18,20,26,8,1,11,406,Good
28,85,2,18,32,8,1,8,521,Moderate
28,76,4,10,12,4,1,11,267,Good
18,61,6,9,22,7,1,11,226,Good
19,52,6,11,21,8,1,10,500,Good
23,66,4,8,24,6,1,10,285,Good
40,94,51,55,28,14,2,8,400,Poor
20,55,11,17,12,8,1,10,534,Good
25,43,5,11,14,1,1,10,552,Good
27,58,31,34,25,4,1,12,341,Good
37,87,41,57,36,21,2,4,749,Poor
32,74,7,10,24,18,2,5,611,Moderate
28,52,17,24,19,6,1,10,306,Good
30,70,4,17,18,15,1,6,401,Moderate
40,63,15,24,27,7,2,6,569,Moderate
24,70,8,16,22,3,1,10,223,Good
39,92,2,4,32,5,1,7,428,Moderate
19,42,15,21,22,8,1,13,255,Good
27,45,16,22,17,7,1,14,555,Good
34,81,10,26,30,22,3,4,446,Poor
19,50,14,19,23,4,1,10,262,Good
35,68,30,54,29,19,3,3,746,Hazardous
22,61,0,5,22,4,1,12,333,Good
21,64,6,8,26,16,1,8,610,Moderate
29,45,43,47,12,3,1,19,577,Good
29,53,0,6,16,6,1,12,568,Good
58,108,3,11,52,19,2,3,537,Hazardous
23,78,7,10,16,2,1,10,249,Good
27,54,6,10,25,4,1,12,339,Good
23,66,3,8,17,7,1,10,321,Good
27,58,8,12,26,6,1,18,324,Good
28,78,30,39,34,8,1,9,465,Moderate
34,100,14,25,32,14,2,7,487,Poor
39,92,38,55,41,16,3,3,564,Hazardous
30,93,2,15,21,7,2,7,511,Moderate
24,72,1,14,26,11,2,6,543,Moderate
26,48,17,22,19,2,1,11,313,Good
32,73,11,22,15,7,2,7,543,Moderate
32,62,24,32,33,10,2,9,685,Moderate
24,62,19,25,12,1,1,12,333,Good
30,54,47,60,23,14,2,5,529,Moderate
30,72,18,29,16,9,1,6,479,Moderate
30,72,13,20,13,4,1,10,568,Good
28,50,4,14,21,13,2,6,496,Moderate
38,66,17,34,24,6,2,6,607,Poor
21,63,9,18,25,5,1,13,214,Good
39,102,58,71,28,22,2,4,521,Poor
32,98,28,40,35,14,2,4,773,Poor
20,73,30,35,14,4,1,10,545,Good
26,55,6,8,14,6,1,12,401,Good
32,98,40,52,26,10,2,6,652,Poor
22,42,1,6,28,3,1,12,248,Good
25,74,32,39,21,7,1,11,540,Good
37,79,31,70,31,21,2,4,749,Poor
35,93,17,38,40,17,2,6,777,Poor
40,94,31,48,41,11,3,6,860,Hazardous
38,92,2,13,34,14,3,5,848,Hazardous
28,67,116,126,27,5,1,6,307,Moderate
35,92,81,114,35,15,2,3,589,Hazardous
29,74,30,41,27,7,1,5,649,Moderate
23,78,15,18,17,2,1,14,263,Good
29,76,13,28,27,14,2,8,696,Moderate
30,68,22,32,26,6,2,6,582,Moderate
34,65,13,22,21,8,2,5,593,Moderate
38,64,24,32,24,13,2,6,600,Moderate
24,55,8,12,18,6,1,11,461,Good
26,73,2,6,20,9,1,10,431,Good
26,46,18,27,23,2,1,17,254,Good
44,76,57,64,23,12,1,6,390,Moderate
25,49,9,18,18,4,1,20,403,Good
44,82,59,68,40,11,3,9,795,Poor
38,80,32,41,28,12,1,6,411,Moderate
32,52,11,22,32,13,2,7,460,Moderate
22,68,36,42,16,4,1,10,231,Good
43,62,23,48,40,11,3,3,586,Hazardous
26,65,57,68,28,7,2,9,334,Moderate
24,54,16,19,21,6,1,13,377,Good
26,51,10,15,15,6,1,11,214,Good
25,58,8,13,23,6,1,10,526,Good
26,57,4,19,22,10,2,7,352,Moderate
51,68,40,61,35,30,3,5,862,Hazardous
32,43,25,37,27,17,1,6,453,Moderate
32,74,5,21,32,9,2,11,569,Poor
40,79,72,85,40,16,3,3,957,Hazardous
34,79,21,38,27,14,2,5,702,Poor
30,78,39,46,35,9,1,6,562,Moderate
32,78,26,39,32,7,2,5,380,Moderate
32,49,37,40,27,8,2,7,318,Moderate
44,105,7,32,46,16,3,4,888,Hazardous
40,110,22,36,43,23,2,6,746,Hazardous
38,100,44,64,27,15,2,3,605,Poor
40,72,30,47,44,18,2,5,790,Hazardous
28,92,6,14,38,10,1,7,331,Moderate
30,86,32,42,30,3,1,6,498,Moderate
32,69,86,104,26,12,2,5,621,Moderate
32,77,19,38,24,13,2,6,674,Moderate
32,80,26,28,15,7,1,8,317,Moderate
35,54,64,74,18,14,2,10,592,Moderate
18,63,23,27,13,5,1,12,476,Good
31,84,15,26,35,7,1,6,376,Moderate
26,45,17,24,17,4,1,12,435,Good
24,84,50,60,28,10,2,6,543,Moderate
43,53,1,14,20,9,2,7,604,Moderate
36,80,98,115,18,16,2,6,563,Moderate
41,95,19,45,51,28,2,3,697,Hazardous
18,70,16,23,18,7,1,10,399,Good
28,72,34,44,22,8,2,8,385,Moderate
37,60,1,18,32,20,2,5,407,Poor
26,75,74,86,24,7,2,5,603,Moderate
24,68,19,35,24,10,2,6,422,Poor
29,91,25,47,38,20,2,4,675,Poor
46,77,117,124,42,40,2,4,789,Hazardous
26,79,6,11,22,4,1,10,322,Good
25,84,8,22,36,12,1,8,329,Moderate
32,61,18,36,18,11,1,8,458,Moderate
38,73,0,27,38,26,1,3,631,Hazardous
45,86,23,50,33,20,2,8,715,Hazardous
25,64,7,15,18,8,1,11,329,Good
43,65,22,48,25,24,2,5,569,Poor
26,44,12,18,13,0,1,15,296,Good
20,58,3,6,17,2,1,13,312,Good
27,82,25,36,15,9,2,12,332,Moderate
29,42,12,22,28,13,1,5,648,Moderate
19,42,4,10,26,2,1,10,564,Good
30,39,9,13,15,6,1,12,492,Good
36,75,29,42,32,12,2,6,748,Poor
39,60,32,37,44,20,2,5,406,Poor
45,84,3,16,33,17,2,4,701,Hazardous
28,79,17,22,14,5,1,12,293,Good
32,61,2,9,15,5,1,10,501,Good
24,53,4,10,15,7,1,10,353,Good
28,45,31,35,14,7,1,11,573,Good
30,95,15,29,33,10,1,7,620,Moderate
38,83,5,14,25,10,2,7,582,Moderate
20,73,4,8,26,6,1,11,516,Good
27,78,6,12,12,7,1,10,245,Good
25,60,2,8,23,7,1,11,356,Good
33,50,42,40,21,14,2,6,374,Moderate
31,50,24,44,29,13,2,6,659,Moderate
24,72,6,11,20,3,1,10,547,Good
27,72,11,24,31,15,2,4,434,Poor
24,40,10,15,24,5,1,13,350,Good
26,79,11,20,23,8,1,11,547,Good
25,50,0,6,22,3,1,12,510,Good
26,57,5,9,11,6,1,10,276,Good
38,99,31,53,33,18,2,5,646,Poor
27,79,56,59,20,5,2,6,541,Moderate
27,87,14,25,24,15,1,8,328,Moderate
27,86,40,50,30,22,2,10,581,Poor
35,52,72,82,18,9,1,9,343,Moderate
35,68,14,26,25,6,2,5,345,Moderate
35,101,48,69,45,3,3,3,830,Hazardous
32,70,38,48,34,11,1,6,358,Moderate
29,68,59,68,21,7,1,10,614,Good
29,58,6,36,42,2,2,4,505,Poor
26,70,4,7,25,5,1,10,310,Good
25,54,22,38,19,9,1,10,437,Moderate
24,41,11,17,13,7,1,14,398,Good
23,55,14,19,23,5,1,14,269,Good
32,64,54,62,27,7,1,17,345,Moderate
19,70,6,15,15,5,1,11,509,Good
27,69,2,12,30,22,2,8,410,Poor
25,54,3,10,16,6,1,11,201,Good
27,88,23,36,24,10,2,6,376,Moderate
34,83,10,32,34,28,3,12,541,Poor
35,72,44,67,43,26,2,14,501,Poor
